datetime,windspeed,winddir
2023-07-18,13.4,312.4
2023-07-19,18.7,212.6
2023-07-20,27.1,56.2
2023-07-21,20.8,49.4
2023-07-22,15.6,338.7
2023-07-23,16.3,315.7
2023-07-24,29.1,267.7
2023-07-25,19.0,21.0
2023-07-26,16.1,7.8
2023-07-27,18.5,309.8
2023-07-28,17.4,335.0
2023-07-29,31.0,322.4
2023-07-30,30.8,200.4
2023-07-31,17.7,202.5
2023-08-01,19.8,85.6
2023-08-02,20.9,53.3
2023-08-03,14.3,21.7
2023-08-04,15.5,319.2
2023-08-05,11.0,342.0
2023-08-06,9.9,305.5
2023-08-07,12.2,178.8
2023-08-08,10.3,342.3
2023-08-09,29.8,86.9
2023-08-10,23.2,47.4
2023-08-11,11.2,289.9
2023-08-12,15.0,292.7
2023-08-13,17.9,315.3
2023-08-14,25.9,315.4
2023-08-15,30.4,242.2
2023-08-16,18.9,22.9
2023-08-17,23.4,6.1
2023-08-18,26.2,288.4
2023-08-19,27.9,330.3
2023-08-20,18.7,303.7
2023-08-21,28.0,291.2
2023-08-22,23.7,288.3
2023-08-23,23.0,211.5
2023-08-24,20.8,29.8
2023-08-25,30.4,357.3
2023-08-26,24.8,186.3
2023-08-27,22.7,87.8
2023-08-28,17.2,61.4
2023-08-29,13.4,33.9
2023-08-30,15.4,356.8
2023-08-31,19.6,301.9
2023-09-01,20.8,325.1
2023-09-02,30.5,341.6
2023-09-03,23.3,2.7
2023-09-04,14.9,286.1
2023-09-05,20.1,305.5
2023-09-06,20.9,228.1
2023-09-07,17.3,278.9
2023-09-08,16.8,317.4
2023-09-09,14.9,342.5
2023-09-10,18.4,306.5
2023-09-11,41.7,243.9
2023-09-12,28.7,114.5
2023-09-13,25.0,28.8
2023-09-14,17.9,329.5
2023-09-15,25.2,260.2
2023-09-16,32.0,243.1
2023-09-17,17.3,230.6
2023-09-18,19.0,11.8
2023-09-19,25.9,348.5
2023-09-20,16.8,235.8
2023-09-21,25.1,288.6
2023-09-22,19.3,315.3
2023-09-23,20.4,8.6
2023-09-24,34.7,37.4
2023-09-25,32.2,3.2
2023-09-26,23.3,185.3
2023-09-27,20.8,108.7
2023-09-28,11.9,352.7
2023-09-29,16.6,350.4
2023-09-30,25.5,295.5
2023-10-01,26.0,188.9
2023-10-02,20.3,50.8
2023-10-03,15.1,7.8
2023-10-04,16.8,2.9
2023-10-05,13.4,338.2
2023-10-06,17.5,357.3
2023-10-07,15.4,354.4
2023-10-08,22.9,349.6
2023-10-09,24.3,6.9
2023-10-10,15.5,9.1
2023-10-11,14.9,333.5
2023-10-12,18.5,160.1
2023-10-13,31.0,228.0
2023-10-14,17.1,50.8
2023-10-15,24.4,35.4
2023-10-16,29.2,13.1
2023-10-17,30.3,114.6
2023-10-18,19.6,113.8
2023-10-19,15.1,33.2
2023-10-20,20.2,0.5
2023-10-21,25.5,342.6
2023-10-22,34.6,161.4
2023-10-23,17.5,4.8
2023-10-24,27.7,260.2
2023-10-25,15.5,166.8
2023-10-26,15.3,9.3
2023-10-27,25.4,349.2
2023-10-28,47.3,326.6
2023-10-29,36.7,105.4
2023-10-30,28.3,104.2
2023-10-31,21.9,98.5
2023-11-01,19.9,71.8
2023-11-02,17.1,16.2
2023-11-03,25.2,18.6
2023-11-04,15.6,357.6
2023-11-05,15.8,349.9
2023-11-06,25.6,344.8
2023-11-07,16.6,113.8
2023-11-08,16.5,12.5
2023-11-09,19.8,334.8
2023-11-10,19.5,14.8
2023-11-11,19.3,356.8
2023-11-12,18.7,342.0
2023-11-13,22.6,19.1
2023-11-14,24.2,54.1
2023-11-15,19.6,14.5
2023-11-16,18.2,287.3
2023-11-17,21.1,300.4
2023-11-18,28.0,258.0
2023-11-19,13.4,359.0
2023-11-20,19.7,315.0
2023-11-21,18.4,268.2
2023-11-22,20.6,346.0
2023-11-23,21.6,36.9
2023-11-24,25.7,28.9
2023-11-25,19.1,49.7
2023-11-26,19.3,15.7
2023-11-27,36.6,14.5
2023-11-28,17.4,286.1
2023-11-29,30.8,206.7
2023-11-30,22.2,66.4
2023-12-01,12.1,10.1
2023-12-02,13.7,342.8
2023-12-03,17.7,10.3
2023-12-04,15.1,1.3
2023-12-05,18.1,10.8
2023-12-06,31.4,50.6
2023-12-07,26.3,39.9
2023-12-08,22.2,346.8
2023-12-09,32.6,346.0
2023-12-10,22.9,49.2
2023-12-11,23.7,32.4
2023-12-12,17.5,315.6
2023-12-13,24.7,19.3
2023-12-14,23.1,355.3
2023-12-15,24.9,2.3
2023-12-16,18.8,333.0
2023-12-17,13.0,4.0
2023-12-18,21.0,321.7
2023-12-19,22.1,19.6
2023-12-20,15.9,333.6
2023-12-21,16.5,4.0
2023-12-22,14.1,40.4
2023-12-23,16.9,33.9
2023-12-24,30.4,69.2
2023-12-25,18.1,127.5
2023-12-26,36.9,89.4
2023-12-27,25.2,93.5
2023-12-28,21.8,73.3
2023-12-29,22.8,36.2
2023-12-30,15.4,7.2
2023-12-31,27.8,300.1
2024-01-01,25.7,166.3
2024-01-02,22.0,87.7
2024-01-03,23.7,296.3
2024-01-04,21.6,94.2
2024-01-05,22.2,19.0
2024-01-06,14.6,316.8
2024-01-07,27.5,234.7
2024-01-08,19.2,21.1
2024-01-09,27.2,136.6
2024-01-10,14.0,78.4
2024-01-11,13.1,58.8
2024-01-12,15.9,24.7
2024-01-13,23.4,20.0
2024-01-14,15.8,358.7
2024-01-15,17.4,313.3
2024-01-16,24.0,33.5
2024-01-17,14.6,339.2
2024-01-18,29.0,109.4
2024-01-19,25.1,107.7
2024-01-20,12.4,108.7
2024-01-21,17.2,241.0
2024-01-22,25.8,81.6
2024-01-23,18.8,83.5
2024-01-24,15.2,340.6
2024-01-25,16.8,335.0
2024-01-26,19.2,314.1
2024-01-27,22.8,17.6
2024-01-28,14.8,328.6
2024-01-29,23.2,206.8
2024-01-30,18.1,30.4
2024-01-31,14.8,56.3
2024-02-01,12.4,52.8
2024-02-02,11.8,48.1
2024-02-03,20.4,318.3
2024-02-04,19.7,287.4
2024-02-05,21.1,286.5
2024-02-06,19.1,241.7
2024-02-07,18.1,292.9
2024-02-08,25.1,20.0
2024-02-09,29.2,306.8
2024-02-10,16.4,288.8
2024-02-11,22.3,61.7
2024-02-12,20.5,3.3
2024-02-13,23.4,301.3
2024-02-14,17.8,333.7
2024-02-15,20.7,333.6
2024-02-16,22.8,328.2
2024-02-17,23.5,342.9
2024-02-18,51.4,46.5
2024-02-19,17.0,9.1
2024-02-20,26.3,11.0
2024-02-21,16.5,310.8
2024-02-22,22.9,309.5
2024-02-23,26.8,38.6
2024-02-24,20.7,220.7
2024-02-25,17.4,264.4
2024-02-26,25.7,42.3
2024-02-27,17.8,28.3
2024-02-28,17.0,55.1
2024-02-29,11.9,47.0
2024-03-01,12.4,335.9
2024-03-02,24.3,311.2
2024-03-03,18.6,353.4
2024-03-04,20.0,11.1
2024-03-05,24.5,348.5
2024-03-06,28.9,330.0
2024-03-07,24.6,356.8
2024-03-08,14.0,261.5
2024-03-09,13.8,45.0
2024-03-10,40.2,36.6
2024-03-11,12.8,84.6
2024-03-12,12.4,77.1
2024-03-13,24.9,239.4
2024-03-14,30.4,333.7
2024-03-15,22.0,25.6
2024-03-16,21.0,292.5
2024-03-17,17.5,28.8
2024-03-18,23.5,22.5
2024-03-19,16.9,301.0
2024-03-20,30.2,72.2
2024-03-21,23.8,40.3
2024-03-22,20.2,58.4
2024-03-23,24.4,66.2
2024-03-24,20.3,72.3
2024-03-25,16.5,83.5
2024-03-26,12.3,51.7
2024-03-27,14.1,7.7
2024-03-28,16.9,269.3
2024-03-29,13.6,141.8
2024-03-30,19.7,27.2
2024-03-31,15.5,38.3
2024-04-01,13.1,353.4
2024-04-02,12.0,348.8
2024-04-03,20.0,83.8
2024-04-04,16.5,2.0
2024-04-05,23.8,320.4
2024-04-06,25.9,39.7
2024-04-07,29.0,55.1
2024-04-08,26.5,29.4
2024-04-09,36.1,266.8
2024-04-10,19.6,194.2
2024-04-11,16.4,340.9
2024-04-12,15.3,20.6
2024-04-13,17.2,341.4
2024-04-14,14.5,329.2
2024-04-15,17.8,359.5
2024-04-16,18.8,29.2
2024-04-17,19.2,22.2
2024-04-18,16.2,241.7
2024-04-19,11.5,193.0
2024-04-20,16.9,292.4
2024-04-21,10.7,286.7
2024-04-22,22.5,290.3
2024-04-23,14.0,242.6
2024-04-24,17.9,313.2
2024-04-25,11.2,224.1
2024-04-26,19.9,59.8
2024-04-27,20.6,67.5
2024-04-28,13.7,46.2
2024-04-29,13.5,307.9
2024-04-30,21.9,193.0
2024-05-01,12.0,185.9
2024-05-02,12.9,97.4
2024-05-03,14.9,17.6
2024-05-04,12.0,296.5
2024-05-05,11.4,292.2
2024-05-06,12.4,341.9
2024-05-07,15.1,311.8
2024-05-08,9.5,204.9
2024-05-09,11.3,324.9
2024-05-10,14.8,320.4
2024-05-11,10.2,200.0
2024-05-12,13.0,337.3
2024-05-13,13.9,29.4
2024-05-14,15.1,29.4
2024-05-15,16.4,183.5
2024-05-16,17.3,162.7
2024-05-17,20.6,168.3
2024-05-18,11.6,218.0
2024-05-19,11.9,268.7
2024-05-20,12.9,288.7
